song,artist,genre
Uptown Funk!,Mark Ronson,Pop
Break Up In A Small Town,Sam Hunt,Country
On My Mind,Ellie Goulding,Pop
Confident,Demi Lovato,Pop
Stay A Little Longer,Brothers Osborne,Country
All I Ask,Adele,Pop
Good To Be Alive,Andy Grammer,Pop
Bang My Head,David Guetta,Dance
Irresistible,Fall Out Boy,Alternative
Do It Like Me,DLOW,
Dessert,Dawin,Pop
Watch Me,Silento,Rap/Hip Hop
Fly S**t Only,Future,
Bake Sale,Wiz Khalifa,Rap/Hip Hop
Die A Happy Man,Nelly,Pop
WTF,Missy Elliott,Rap/Hip Hop
Whisper,Chase Rice,Country
The Fix,Nelly,Rap/Hip Hop
No Role Modelz,J. Cole,Rap/Hip Hop
Again,Fetty Wap,Rap/Hip Hop
Big Rings,Drake,Rap/Hip Hop
Country Nation,Brad Paisley,Country
Back Up,DeJ Loaf,Rap/Hip Hop
Jam,Kevin Gates,Rap/Hip Hop
Alive,Sia,Pop
Play No Games,Big Sean,Rap/Hip Hop
I Got The Boy,Jana Kramer,Country
Mr. Misunderstood,Eric Church,Country
Focus,Ariana Grande,Pop
Gonna Know We Were Here,Jason Aldean,Country
Emperor's New Clothes,Panic! At The Disco,Alternative
Bottom Of The Bottle,Curren$Y,Rap/Hip Hop
Locked Away,R. City,Dance
I'll Show You,Justin Bieber,Pop
New Americana,Halsey,Alternative
Death Of A Bachelor,Panic! At The Disco,Alternative
Lay It All On Me,Rudimental,Dance
Right Hand,Drake,Rap/Hip Hop
Come Get Her,Rae Sremmurd,Rap/Hip Hop
Lean & Dabb,iLoveMemphis,Rap/Hip Hop
Ginza,J Balvin,Rap/Hip Hop
Trap Queen,Fetty Wap,Rap/Hip Hop
Lazarus,David Bowie,Rock
Space Oddity,David Bowie,Pop
Under Pressure,Queen,Films/Games
Blackstar,David Bowie,
Used To Love You,Gwen Stefani,Pop
Gonna,Blake Shelton,Country
RGF Island,Fetty Wap,Rap/Hip Hop
Blase,Ty Dolla $ign,Rap/Hip Hop
Where Ya At,Future,Rap/Hip Hop
Where Are U Now,Skrillex,Electro
Downtown,Macklemore,Rap/Hip Hop
Top Of The World,Tim McGraw,Country
Smoke Break,Carrie Underwood,Country
Hit The Quan,iLoveMemphis,Rap/Hip Hop
Burning House,Cam,Country
Purpose,Justin Bieber,Pop
Liquor,Chris Brown,R&B
Stick Talk,Future,Rap/Hip Hop
The Feeling,Justin Bieber,Pop
Zero,Chris Brown,R&B
Jugg,Fetty Wap,Rap/Hip Hop
Hallelujah,Lindsey Stirling,
Little More,Chris Brown,R&B
Mary Did You Know,Jordan Smith,
Good For You,Selena Gomez,Pop
Cheerleader,OMI,Pop
Drag Me Down,One Direction,Pop
Burning House,Emily Ann Roberts,Country
Climb Every Mountain,Jordan Smith,Pop
Back To Back,Drake,Rap/Hip Hop
Nothin' Like You,Dan + Shay,Country
Strip It Down,Luke Bryan,Country
God Only Knows,Jordan Smith,Pop
Somebody To Love,Jordan Smith,Pop
Renegades,X Ambassadors,Alternative
Mark My Words,Justin Bieber,Pop
Already Callin' You Mine,Parmalee,Country
Random,G-Eazy,Rap/Hip Hop
No Pressure,Justin Bieber,Pop
Sorry,Rick Ross,Rap/Hip Hop
Drifting,G-Eazy,
My Way,Fetty Wap,Rap/Hip Hop
I'm Comin' Over,Chris Young,Country
Photograph,Ed Sheeran,Pop
How Deep Is Your Love,Calvin Harris,Electro
Hallelujah,Jordan Smith,Pop
No Sense,Justin Bieber,Pop
I'd Just Love To Lay You Down,Barrett Baber,Country
Daddy,PSY,Asian Music
Girls Just Want To Have Fun,Madi Davis,Pop
Let Me See Ya Girl,Cole Swindell,Country
Remedy,Adele,Pop
Life Is Worth Living,Justin Bieber,Pop
Love Myself,Hailee Steinfeld,Pop
Rich $ex,Future,Rap/Hip Hop
Great Is Thy Faithfulness,Jordan Smith,Pop
Break Up With Him,Old Dominion,Country
Children,Justin Bieber,Pop
Been You,Justin Bieber,Pop
If I Could Fly,One Direction,Pop
Olivia,One Direction,Pop
We Are,Justin Bieber,Pop
Get Used To It,Justin Bieber,Pop
A.M.,One Direction,Pop
Temporary Fix,One Direction,Pop
Trust,Justin Bieber,Pop
Never Enough,One Direction,Pop
Shut Up And Dance,WALK THE MOON,Alternative
Thinking Out Loud,Ed Sheeran,Pop
Fight Song,Rachel Platten,Alternative
Writing's On The Wall,Sam Smith,Pop
Anything Goes,Florida Georgia Line,Country
Cool For The Summer,Demi Lovato,Pop
Comfortable,K Camp,Rap/Hip Hop
Save It For A Rainy Day,Kenny Chesney,Country
Diamonds Dancing,Drake,Rap/Hip Hop
Traveller,Chris Stapleton,Country
Halo,Jordan Smith,Pop
Hold My Hand,Jess Glynne,Pop
Levels,Nick Jonas,Pop
Want To Want Me,Jason Derulo,Pop
All Eyes On You,Meek Mill,Rap/Hip Hop
Scholarships,Drake,Rap/Hip Hop
Digital Dash,Drake,Rap/Hip Hop
Sugar,Maroon 5,Pop
Marvin Gaye,Charlie Puth,Pop
Home,One Direction,Pop
Used To Love You Sober,Kane Brown,Country
Gonna Wanna Tonight,Chase Rice,Country
Nothing But Trouble,Lil Wayne,Rap/Hip Hop
Powerful,Major Lazer,Electro
100,The Game,Rap/Hip Hop
Flex,Rich Homie Quan,Rap/Hip Hop
Worth It,Fifth Harmony,
Lose My Mind,Brett Eldredge,Country
This Could Be Us,Rae Sremmurd,Rap/Hip Hop
"John Cougar, John Deere, John 3:16",Keith Urban,Country
Live From The Gutter,Drake,Rap/Hip Hop
I'm The Plug,Drake,Rap/Hip Hop
Can't Sleep Love,Pentatonix,Pop
Earned It,The Weeknd,Films/Games
Bad Blood,Taylor Swift,
El Perdon,Nicky Jam,Rap/Hip Hop
House Party,Sam Hunt,Country
Fly,Maddie,Country
Change Locations,Drake,Rap/Hip Hop
Love Me,The 1975,Alternative
Uma Thurman,Fall Out Boy,Alternative
Planez,Jeremih,R&B
Buy Me A Boat,Chris Janson,Country
Plastic Bag,Drake,Rap/Hip Hop
Jersey,Future,Rap/Hip Hop
Cecilia And The Satellite,Andrew McMahon In The Wilderness,Pop
Ghost Town,Adam Lambert,Pop
Hold Each Other,A Great Big World,Pop
Infinity,One Direction,Pop
Black Magic,Little Mix,Pop
30 For 30 Freestyle,Drake,Rap/Hip Hop
Kick The Dust Up,Luke Bryan,Country
Classic Man,Jidenna,African Music
"Honey, I'm Good.",Andy Grammer,Pop
Crash And Burn,Thomas Rhett,Country
Runnin',Naughty Boy,Pop
"I Don't Like It, I Love It",Flo Rida,Rap/Hip Hop
Alright,Kendrick Lamar,Rap/Hip Hop
R.I.C.O.,Meek Mill,Rap/Hip Hop
Post To Be,Omarion,Rap/Hip Hop
Tell Your Friends,The Weeknd,R&B
Hell Of A Night,Dustin Lynch,Country
She's Kinda Hot,5 Seconds Of Summer,Pop
About You,Trey Songz,R&B
Real Life,Jake Owen,Country
Should've Been Us,Tori Kelly,Pop
Firestone,Kygo,Electro
Loving You Easy,Zac Brown Band,Country
Prisoner,The Weeknd,R&B
Dark Times,The Weeknd,R&B
Beautiful Now,Zedd,Dance
Real Life,The Weeknd,R&B
Rotten To The Core,Dove Cameron,Films/Games
Burn Slow,Wiz Khalifa,Rap/Hip Hop
Do It Again,Pia Mia,Pop
One Man Can Change The World,Big Sean,Rap/Hip Hop
Cheyenne,Jason Derulo,Pop
Omen,Disclosure,Electro
Shameless,The Weeknd,R&B
The Night Is Still Young,Nicki Minaj,Rap/Hip Hop
Hey Mama,David Guetta,Dance
Roots,Imagine Dragons,Alternative
Losers,The Weeknd,R&B
Young & Crazy,Frankie Ballard,Country
Jet Black Heart,5 Seconds Of Summer,Pop
B**** Better Have My Money,Rihanna,
Love Me Like You Do,Ellie Goulding,Pop
Nasty Freestyle,T-Wayne,Rap/Hip Hop
Straight Outta Compton,N.W.A,Rap/Hip Hop
Boyz-N-The Hood,Eazy-E,Rap/Hip Hop
Be Real,Kid Ink,Rap/Hip Hop
Sangria,Blake Shelton,Country
Kiss You In The Morning,Michael Ray,Country
One Hell Of An Amen,Brantley Gilbert,Country
High By The Beach,Lana Del Rey,Alternative
I'm To Blame,Kip Moore,Country
Talking Body,Tove Lo,Alternative
Like A Wrecking Ball,Eric Church,Country
Wet Dreamz,J. Cole,Rap/Hip Hop
Tonight Looks Good On You,Jason Aldean,Country
Fun,Pitbull,Pop
How Many Times,DJ Khaled,
Fly Away,5 Seconds Of Summer,Pop
You Know You Like It,DJ Snake,Dance
If Only,Dove Cameron,Films/Games
Commas,Future,Rap/Hip Hop
100 Grandkids,Mac Miller,Rap/Hip Hop
Take Your Time,Sam Hunt,Country
Slow Motion,Trey Songz,R&B
Charged Up,Drake,Rap/Hip Hop
Love You Like That,Canaan Smith,Country
This Summer's Gonna Hurt...,Maroon 5,
Crushin' It,Brad Paisley,Country
The Matrimony,Wale,Rap/Hip Hop
Good Thing,Sage The Gemini,Rap/Hip Hop
Girl Crush,Little Big Town,Country
Elastic Heart,Sia,Pop
Shake It Off,Taylor Swift,
No Sleeep,Janet,Pop
Fire N Gold,Bea Miller,Pop
Love Me Like You Mean It,Kelsea Ballerini,Country
Bright,Echosmith,Alternative
Kings Never Die,Eminem,Rap/Hip Hop
Yoga,Janelle Monae,Alternative
Back It Up,Prince Royce,Pop
Like I Can,Sam Smith,Pop
Baby Be My Love Song,Easton Corbin,Country
Sippin' On Fire,Florida Georgia Line,Country
Blow A Bag,Future,Rap/Hip Hop
Tear In My Heart,twenty one pilots,Alternative
Dance Like We're Making Love,Ciara,Pop
Somebody,Natalie La Rose,Pop
Style,Taylor Swift,
Don't It,Billy Currington,Country
Little Toy Guns,Carrie Underwood,Country
I Really Like You,Carly Rae Jepsen,Pop
Lord Knows,Meek Mill,Rap/Hip Hop
Jump Out The Face,Meek Mill,Rap/Hip Hop
Hood Go Crazy,Tech N9Ne,Rap/Hip Hop
G.D.F.R.,Flo Rida,Rap/Hip Hop
Love Is Your Name,Steven Tyler,Country
Bad For You,Meek Mill,Rap/Hip Hop
Diamond Rings And Old Barstools,Tim McGraw,Country
Smoke,A Thousand Horses,Country
Brother,NEEDTOBREATHE,Rock
Budapest,George Ezra,Pop
Blank Space,Taylor Swift,
Coffee,Miguel,R&B
Know Yourself,Drake,Rap/Hip Hop
Flashlight,Jessie J,Films/Games
Dear Future Husband,Meghan Trainor,Pop
One Last Time,Ariana Grande,Pop
Energy,Drake,Rap/Hip Hop
Wild Child,Kenny Chesney,Country
I Need Your Love,Shaggy,Pop
B**** I'm Madonna,Madonna,Pop
Pretty Girls,Britney Spears,Dance
Check,Young Thug,Rap/Hip Hop
Blessings,Big Sean,Rap/Hip Hop
Lay Me Down,Sam Smith,Pop
Sparks,Hilary Duff,Dance
Believe,Mumford,Alternative
I Don't Get Tired,Kevin Gates,Rap/Hip Hop
Flicka Da Wrist,Chedda Da Connect,Rap/Hip Hop
Nasty,Bandit Gang Marco,R&B
Time Of Our Lives,Pitbull,Pop
Chains,Nick Jonas,Pop
3500,Travi$ Scott,Rap/Hip Hop
All Day,Kanye West,Rap/Hip Hop
I Want You To Know,Zedd,Dance
L$D,A$AP Rocky,Rap/Hip Hop
Everyday,A$AP Rocky,Rap/Hip Hop
Phenomenal,Eminem,Rap/Hip Hop
"Ulay, Oh",How I Became The Bomb,Pop
Truffle Butter,Nicki Minaj,Rap/Hip Hop
FourFiveSeconds,Rihanna,Pop
Electric Body,A$AP Rocky,Rap/Hip Hop
You Changed Me,Jamie Foxx,Rap/Hip Hop
Get Low,Dillon Francis,Electro
All About That Bass,Meghan Trainor,Pop
Homegrown,Zac Brown Band,Country
Heartbeat Song,Kelly Clarkson,Alternative
I Bet,Ciara,Dance
King Kunta,Kendrick Lamar,Rap/Hip Hop
Raise 'Em Up,Keith Urban,Country
Please,Sawyer Fredericks,Rock
Feeling Myself,Nicki Minaj,Rap/Hip Hop
Take Me To Church,Hozier,Alternative
Ayo,Chris Brown,Rap/Hip Hop
Old Man,Sawyer Fredericks,Rock
Change My Mind,Meghan Linsey,Pop
She Don't Love You,Eric Paslay,Country
Games,Luke Bryan,Country
Throw Sum Mo,Rae Sremmurd,Rap/Hip Hop
I'm Not The Only One,Sam Smith,Pop
A Guy Walks Into A Bar,Tyler Farr,Country
Geronimo,Sheppard,Pop
Say You Do,Dierks Bentley,Country
Nothing Without Love,Nate Ruess,Alternative
Beautiful Life,Nick Fradiani,Pop
A Thousand Years,Sawyer Fredericks,Rock
Lips Are Movin,Meghan Trainor,Dance
Ain't Worth The Whiskey,Cole Swindell,Country
Nobody Love,Tori Kelly,Pop
American Oxygen,Rihanna,Pop
Shine On,Sawyer Fredericks,Rock
10 Bands,Drake,Rap/Hip Hop
Centuries,Fall Out Boy,Alternative
Simple Man,Sawyer Fredericks,Rock
Infinity,Mariah Carey,Pop
Legend,Drake,Rap/Hip Hop
Hallelujah,Panic! At The Disco,Alternative
I Don't Mind,Usher,Alternative
Riptide,Vance Joy,Alternative
Drinking Class,Lee Brice,Country
Outside,Calvin Harris,Dance
Little Red Wagon,Miranda Lambert,Country
Make It Rain,Koryn Hawthorne,Pop
Ride Out,Kid Ink,Rap/Hip Hop
Trouble,Iggy Azalea,Rap/Hip Hop
Iris,Sawyer Fredericks,Rock
Only,Nicki Minaj,Rap/Hip Hop
Jealous,Nick Jonas,Pop
Stay With Me,Sam Smith,Pop
Lonely Eyes,Chris Young,Country
Bills,LunchMoney Lewis,Pop
Prayer In C,Lillywood,
Imagine,Sawyer Fredericks,Rock
House Of The Rising Sun,Kimberly Nichole,Rock
I Don't F**k With You,Big Sean,Rap/Hip Hop
11-Jul,Beyonce,
Homegrown Honey,Darius Rucker,Country
Go Hard Or Go Home,Wiz Khalifa,Rap/Hip Hop
Immortals,Fall Out Boy,Alternative
Good Lovin,Ludacris,Rap/Hip Hop
Goodbye,Who Is Fancy,Pop
Animals,Maroon 5,Pop
Night Changes,One Direction,Pop
She Knows,Ne-Yo,R&B
I Bet My Life,Imagine Dragons,Alternative
CoCo,O.T. Genasis,Rap/Hip Hop
Apparently,J. Cole,Rap/Hip Hop
I See You,Luke Bryan,Country
Failure,Breaking Benjamin,Rock
Lonely Tonight,Blake Shelton,Country
Baby Blue,Action Bronson,Rap/Hip Hop
Just Gettin' Started,Jason Aldean,Country
Make Me Wanna,Thomas Rhett,Country
Chandelier,Sia,Alternative
No Type,Rae Sremmurd,Rap/Hip Hop
The Blacker The Berry,Kendrick Lamar,Rap/Hip Hop
Mean To Me,Brett Eldredge,Country
Fairly Local,twenty one pilots,Alternative
The Heart Wants What It Wants,Selena Gomez,Pop
You're So Beautiful,Empire Cast,Pop
Wesley's Theory,Kendrick Lamar,Rap/Hip Hop
I Lived,OneRepublic,Pop
These Walls,Kendrick Lamar,Rap/Hip Hop
Institutionalized,Kendrick Lamar,Rap/Hip Hop
The Hanging Tree,James Newton Howard,Films/Games
Ghost,Ella Henderson,Pop
Masterpiece,Jessie J,Pop
Conqueror,Empire Cast,Pop
What We Ain't Got,Jake Owen,Country
Love Me Harder,Ariana Grande,Pop
Sun Daze,Florida Georgia Line,Country
Like A Cowboy,Randy Houser,Country
Talladega,Eric Church,Country
Adore,Cashmere Cat,Electro
Monster,Meek Mill,Rap/Hip Hop
Sledgehammer,Fifth Harmony,
Try Me,DeJ Loaf,Rap/Hip Hop
Not For Long,B.o.B,Rap/Hip Hop
Glory,Common,Films/Games
Bang Bang,Jessie J,Pop
First Kiss,Kid Rock,Rock
Often,The Weeknd,
All Your Fault,Big Sean,Rap/Hip Hop
You Are In Love,Taylor Swift,
Stuck On A Feeling,Prince Royce,Pop
Only One,Kanye West,Rap/Hip Hop
Paradise,Big Sean,Rap/Hip Hop
No Tellin',Drake,Rap/Hip Hop
Tuesday,I LOVE MAKONNEN,
Habits,Tove Lo,Alternative
Wonderland,Taylor Swift,
Preach,Drake,Rap/Hip Hop
6 God,Drake,Rap/Hip Hop
Used To,Drake,Alternative
Take It On Back,Chase Bryant,Country
What Kind Of Man,Florence + The Machine,Alternative
Shots,Imagine Dragons,Alternative
The Body,Wale,Rap/Hip Hop
Now & Forever,Drake,R&B
6 Man,Drake,Rap/Hip Hop
Don't,Ed Sheeran,Pop
Heroes,Alesso,Dance
Something In The Water,Carrie Underwood,Country
Shotgun Rider,Tim McGraw,Country
Where You Belong,The Weeknd,Films/Games
I Put A Spell On You,Annie Lennox,Jazz
Keep Your Money,Empire Cast,Pop
Work It,"Missy ""Misdemeanor"" Elliott",Rap/Hip Hop
Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",R&B
Waves,Mr. Probz,Pop
Body Language,Kid Ink,Rap/Hip Hop
Beg For It,Iggy Azalea,Rap/Hip Hop
L.A.LOVE,Fergie,Pop
A Little Too Much,Shawn Mendes,Pop
God Made Girls,RaeLynn,Country
Hotel,Kid Ink,Rap/Hip Hop
***Flawless,Beyonce,Pop
Out The Speakers,A-Trak + Milo,Electro
I Mean It,G-Eazy,Rap/Hip Hop
Rude,MAGIC!,Alternative
All About It,Hoodie Allen,Rap/Hip Hop
Til It's Gone,Kenny Chesney,Country
Dangerous,David Guetta,Dance
Can't Stop Dancin',Becky G,Pop
Perfect Storm,Brad Paisley,Country
Steal My Girl,One Direction,Pop
Don't Tell 'Em,Jeremih,R&B
Black Widow,Iggy Azalea,Rap/Hip Hop
Blame,Calvin Harris,Electro
Hot Boy,Bobby Shmurda,Rap/Hip Hop
"Touchin, Lovin",Trey Songz,R&B
Hold You Down,DJ Khaled,Rap/Hip Hop
No Love,August Alsina,R&B
Stolen Dance,Milky Chance,Alternative
Rather Be,Clean Bandit,Dance
Somewhere In My Car,Keith Urban,Country
Close Your Eyes,Parmalee,Country
Best Friends,Sophia Grace,Pop
Blank Space,I Prevail,Rock
Neon Light,Blake Shelton,Country
Trumpets,Jason Derulo,Pop
Anaconda,Nicki Minaj,Rap/Hip Hop
Lifestyle,Rich Gang,Rap/Hip Hop
Try,Colbie Caillat,Pop
Something Big,Shawn Mendes,Pop
In Your Arms,Nico,Pop
Bed Of Lies,Nicki Minaj,Rap/Hip Hop
Yellow Flicker Beat,Lorde,Films/Games
Burnin' Up,Jessie J,Pop
Break The Rules,Charli XCX,Pop
Bad B*tch,French Montana,Rap/Hip Hop
Shell Shocked,Juicy J,Pop
Title,Meghan Trainor,Pop
Wasted Love,Matt McAndrew,Alternative
My Baby's Got A Smile On Her Face,Craig Wayne Boyd,Country
Velvet,Chris Jamison,Pop
About The Money,T.I.,Rap/Hip Hop
Lost Without U,Chris Jamison,Pop
Soldier,Damien,R&B
Lost Stars,Matt McAndrew,Alternative
Girl In A Country Song,Maddie,Country
Get On Your Knees,Nicki Minaj,Rap/Hip Hop
Fireball,Pitbull,Dance
Cool Kids,Echosmith,Alternative
New Flame,Chris Brown,R&B
Make It Rain,Ed Sheeran,Pop
The Old Rugged Cross,Craig Wayne Boyd,Country
No Flex Zone,Rae Sremmurd,Rap/Hip Hop
Make It Rain,Matt McAndrew,Alternative
Have Yourself A Merry Little Christmas,Sam Smith,
Come Join The Murder,The White Buffalo,Country
When I Was Your Man,Chris Jamison,Pop
The Blower's Daughter,Matt McAndrew,Alternative
0 To 100 / The Catch Up,Drake,Rap/Hip Hop
Burnin' It Down,Jason Aldean,Country
Look At You,Big,Country
Day Drinking,Little Big Town,Country
Feelin' It,Scotty McCreery,Country
i,Kendrick Lamar,Rap/Hip Hop
Royals,Taylor John Williams,Alternative
Break Free,Ariana Grande,Pop
Fancy,Iggy Azalea,Rap/Hip Hop
Guts Over Fear,Eminem,Rap/Hip Hop
Booty,Jennifer Lopez,Pop
I Walk The Line,Craig Wayne Boyd,Country
This Is How We Do,Katy Perry,Pop
Baby Don't Lie,Gwen Stefani,Pop
Roller Coaster,Luke Bryan,Country
All Of Me,John Legend,Pop
Bailando,Enrique Iglesias,Pop
Boom Clap,Charli XCX,Pop
Happy,Pharrell Williams,Pop
Do They Know It's Christmas?,Band Aid 30,
Sunshine & Whiskey,Frankie Ballard,Country
Baby It's Cold Outside,Idina Menzel Duet,
Dirt,Florida Georgia Line,Country
Good Girls,5 Seconds Of Summer,Pop
Take Me To Church,Matt McAndrew,Alternative
Stockholm Syndrome,One Direction,Pop
You And Your Friends,Wiz Khalifa,Rap/Hip Hop
Am I Wrong,Nico,Pop
Maps,Maroon 5,Pop
Leave The Night On,Sam Hunt,Country
Amnesia,5 Seconds Of Summer,Pop
18,One Direction,Pop
Where Do Broken Hearts Go,One Direction,Pop
Handsome And Wealthy,Migos,Rap/Hip Hop
Bobby Bitch,Bobby Shmurda,Rap/Hip Hop
Superheroes,The Script,Pop
Made Me,Snootie Wild,Rap/Hip Hop
Ready To Run,One Direction,Pop
Secrets,Mary Lambert,Pop
Latch,Disclosure,Electro
No Mediocre,T.I.,Rap/Hip Hop
Welcome To New York,Taylor Swift,
I Won't Let You Down,OK Go,Alternative
American Kids,Kenny Chesney,Country
Hope You Get Lonely Tonight,Cole Swindell,Country
A Sky Full Of Stars,Coldplay,Alternative
Small Town Throwdown,Brantley Gilbert,Country
Hideaway,Kiesza,Electro
Hookah,Tyga,Rap/Hip Hop
Fight Night,Migos,Rap/Hip Hop
U Guessed It,OG Maco,Rap/Hip Hop
2 On,Tinashe,R&B
Problem,Ariana Grande,Pop
Dark Horse,Katy Perry,Pop
Ready Set Roll,Chase Rice,Country
Shower,Becky G,Reggaeton
V. 3005,Childish Gambino,Rap/Hip Hop
Studio,ScHoolboy Q,Rap/Hip Hop
EW!,Jimmy Fallon,Pop
I'm Not Gonna Miss You,Glen Campbell,Country
Bo$$,Fifth Harmony,
The Days,Avicii,Dance
Believe Me,Lil Wayne,Rap/Hip Hop
24 Hours,TeeFLii,Rap/Hip Hop
Errrbody,Yo Gotti,Rap/Hip Hop
Later On,The Swon Brothers,Country
Counting Stars,OneRepublic,Pop
Somethin' Bad,Miranda Lambert Duet,
Bartender,Lady Antebellum,
Bumpin' The Night,Florida Georgia Line,Country
Really Don't Care,Demi Lovato,Pop
Walk Thru,Rich Homie Quan,Rap/Hip Hop
Meanwhile Back At Mama's,Tim McGraw,Country
Drunk On A Plane,Dierks Bentley,Country
Angel In Blue Jeans,Train,Pop
Bend Ova,Lil Jon,Electro
Left Hand Free,alt-J,
Main Chick,Kid Ink,Rap/Hip Hop
Loyal,Chris Brown,R&B
Where It's At,Dustin Lynch,Country
Wiggle,Jason Derulo,Pop
Love Runs Out,OneRepublic,Pop
Pills N Potions,Nicki Minaj,Rap/Hip Hop
Dust,Eli Young Band,Country
X,Chris Brown,R&B
Foreign,Trey Songz,R&B
Summer,Calvin Harris,Dance
Two Night Town,Jason Aldean,Country
Work,Iggy Azalea,Rap/Hip Hop
Love Never Felt So Good,Michael Jackson,Pop
Seen It All,Jeezy,Rap/Hip Hop
Cold One,Eric Church,Country
Sweet Little Somethin',Jason Aldean,Country
Good Kisser,Usher,Rap/Hip Hop
Turn Down For What,DJ Snake,Electro
Yeah,Joe Nichols,Country
It Was Always You,Maroon 5,Pop
Delirious,Steve Aoki,Dance
I Will Never Let You Down,Rita Ora,Pop
River Bank,Brad Paisley,Country
She Came To Give It To You,Usher,
We Dem Boyz,Wiz Khalifa,Rap/Hip Hop
I Don't Dance,Lee Brice,Country
We Are Tonight,Billy Currington,Country
Best Mistake,Ariana Grande,Pop
Who I Am With You,Chris Young,Country
Come Get It Bae,Pharrell Williams,Pop
Come With Me Now,KONGOS,Alternative
Girls Chase Boys,Ingrid Michaelson,Pop
Sing,Ed Sheeran,Pop
Cut Her Off,KCamp,
Wasted,Tiesto,Dance
Dare,Shakira,Pop
Classic,MKTO,Pop
Pompeii,Bastille,Alternative
This Is How We Roll,Florida Georgia Line,Country
She Looks So Perfect,5 Seconds Of Summer,Pop
I'm Ready,AJR,Pop
My Eyes,Blake Shelton,Country
Ain't It Fun,Paramore,Alternative
Me And My Broken Heart,Rixton,Pop
Beachin',Jake Owen,Country
Wild Life,Jack,Rap/Hip Hop
Birthday,Katy Perry,Pop
Song About A Girl,Eric Paslay,Country
Talk Dirty,Jason Derulo,Pop
Na Na,Trey Songz,R&B
Or Nah,Ty Dolla $ign,Rap/Hip Hop
Chasing The Sun,Hilary Duff,Electro
Not A Bad Thing,Justin Timberlake,Pop
Play It Again,Luke Bryan,Country
Who Do You Love?,YG,Rap/Hip Hop
Tennis Court,Lorde,Alternative
Word Crimes,"""Weird Al"" Yankovic",Films/Games
Happy Little Pill,Troye Sivan,Pop
Whiskey In My Water,Tyler Farr,Country
Everything I Didn't Say,5 Seconds Of Summer,Pop
Best Day Of My Life,American Authors,Alternative
Trophies,Young Money,Rap/Hip Hop
You & I,John Legend,Pop
She Twerkin,Ca$h Out,Rap/Hip Hop
Let It Go,Idina Menzel,Films/Games
Move That Doh,Future,Rap/Hip Hop
I Got A Car,George Strait,Country
Chainsaw,The Band Perry,Country
Timber,Pitbull,Electro
La La La,Naughty Boy,Pop
Lettin' The Night Roll,Justin Moore,Country
Life Of The Party,Shawn Mendes,Pop
Calm Down,Busta Rhymes,Rap/Hip Hop
Keep Them Kisses Comin',Craig Campbell,Country
We Are One [The 2014 FIFA World Cup Official Song],Pitbull,Pop
First Love,Jennifer Lopez,Pop
Ten Feet Tall,Afrojack,Dance
Get Her Back,Robin Thicke,R&B
Jungle,Jamie N Commons,Alternative
You & I,One Direction,Pop
Automatic,Miranda Lambert,Country
Wild Wild Love,Pitbull,Alternative
Kiss Me Kiss Me,5 Seconds Of Summer,Pop
Afire Love,Ed Sheeran,Pop
Demons,Imagine Dragons,Alternative
Beat Of The Music,Brett Eldredge,Country
The Worst,Jhene Aiko,R&B
Human,Christina Perri,Pop
On Top Of The World,Imagine Dragons,Alternative
West Coast,Lana Del Rey,Alternative
Hangover,PSY,Pop
Team,Lorde,Alternative
Empire,Shakira,Alternative
Sleeping With A Friend,Neon Trees,Alternative
I Choose You,Sara Bareilles,Pop
Bottoms Up,Brantley Gilbert,Country
Show Me,Kid Ink,Rap/Hip Hop
Story Of My Life,One Direction,Pop
Ultraviolence,Lana Del Rey,Alternative
Red Lights,Tiesto,Dance
Magic,Coldplay,Alternative
Raging Fire,Phillip Phillips,Pop
Partition,Beyonce,Pop
Rewind,Rascal Flatts,Country
Mmm Yeah,Austin Mahone,Pop
Shades Of Cool,Lana Del Rey,Alternative
Cop Car,Keith Urban,Country
XO,John Mayer,Alternative
Don't Stop,5 Seconds Of Summer,Pop
Part II,Jay Z,Rap/Hip Hop
I Won,Future,Rap/Hip Hop
Billie Jean,Michael Jackson,Pop
Slave To The Rhythm,Michael Jackson,Pop
Let Her Go,Passenger,Folk
Get Me Some Of That,Thomas Rhett,Country
Somebody That I Used To Know,Christina Grimmie,Pop
Can't Help Falling In Love,Christina Grimmie,Pop
Give Me Back My Hometown,Eric Church,Country
Leave Your Lover,Sam Smith,Pop
Stoner,Young Thug,Rap/Hip Hop
Can't Remember To Forget You,Shakira,Alternative
Midnight,Coldplay,Alternative
Headlights,Eminem,Rap/Hip Hop
The Monster,Eminem,Rap/Hip Hop
Drink To That All Night,Jerrod Niemann,Country
The Walker,Fitz,Alternative
Fever,The Black Keys,Alternative
One,Ed Sheeran,Pop
Heaven,Jake Worthington,Country
Wake Up Lovin' You,Craig Morgan,Country
The Man,Aloe Blacc,Pop
Burn,Ellie Goulding,Pop
Hey Brother,Avicii,Dance
Animals,Martin Garrix,Electro
Neon Lights,Demi Lovato,Pop
I Can't Make You Love Me,Josh Kaufman,Pop
Invisible,Hunter Hayes,Pop
How To Love,Christina Grimmie,Pop
17 Again,Brantley Gilbert,Country
#SELFIE,The Chainsmokers,Alternative
Man Of The Year,ScHoolboy Q,Rap/Hip Hop
Doin' What She Likes,Blake Shelton,Country
Say Something,A Great Big World,Alternative
Royals,Lorde,Alternative
