song,artist,song_clean,artist_clean
Shottas (Lala),Moneybagg Yo,Shottas,Moneybagg Yo
Never Left,Lil Tecca,Never Left,Lil Tecca
Higher Power,Coldplay,Higher Power,Coldplay
Lady,Brett Young,Lady,Brett Young
Crocodile Teeth,Nicki Minaj & Skillibeng,Crocodile Teeth,Nicki Minaj
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,Ariana Grande
Positions,Ariana Grande,Positions,Ariana Grande
You Broke Me First.,Tate McRae,You Broke Me First.,Tate McRae
Dakiti,Bad Bunny & Jhay Cortez,Dakiti,Bad Bunny
You're Mines Still,Yung Bleu Featuring Drake,You're Mines Still,Yung Bleu
Therefore I Am,Billie Eilish,Therefore I Am,Billie Eilish
What's Your Country Song,Thomas Rhett,What's Your Country Song,Thomas Rhett
Good Days,SZA,Good Days,SZA
Just The Way,Parmalee x Blanco Brown,Just The Way,Parmalee
Ramen & OJ,Joyner Lucas & Lil Baby,Ramen & OJ,Joyner Lucas
Down To One,Luke Bryan,Down To One,Luke Bryan
Hard For The Next,Moneybagg Yo & Future,Hard For The Next,Moneybagg Yo
What You Need,Don Toliver,What You Need,Don Toliver
I Did It,"DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby",I Did It,DJ Khaled
Tampa,Cico P,Tampa,Cico P
Big Gangsta,Kevin Gates,Big Gangsta,Kevin Gates
Hellcats & Trackhawks,Lil Durk,Hellcats & Trackhawks,Lil Durk
Let It Go,DJ Khaled Featuring Justin Bieber & 21 Savage,Let It Go,DJ Khaled
Richer,Rod Wave Featuring Polo G,Richer,Rod Wave
Headshot,"Lil Tjay, Polo G & Fivio Foreign",Headshot,Lil Tjay
Go!,Moneybagg Yo Featuring BIG30,Go!,Moneybagg Yo
Go Crazy,Chris Brown & Young Thug,Go Crazy,Chris Brown
Sorry Not Sorry,"DJ Khaled Featuring Nas, JAY-Z & James Fauntleroy",Sorry Not Sorry,DJ Khaled
Somebody Like That,Tenille Arts,Somebody Like That,Tenille Arts
Body In Motion,"DJ Khaled Featuring Bryson Tiller, Lil Baby & Roddy Ricch",Body In Motion,DJ Khaled
Big Paper,DJ Khaled Featuring Cardi B,Big Paper,DJ Khaled
Durag Activity,Baby Keem & Travis Scott,Durag Activity,Baby Keem
Final Warning,NLE Choppa,Final Warning,NLE Choppa
If Pain Was A Person,Moneybagg Yo,If Pain Was A Person,Moneybagg Yo
Thankful,DJ Khaled Featuring Lil Wayne & Jeremih,Thankful,DJ Khaled
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,Pop Smoke
Willow,Taylor Swift,Willow,Taylor Swift
Damage,H.E.R.,Damage,H.E.R.
Free Promo,Moneybagg Yo Featuring Polo G & Lil Durk,Free Promo,Moneybagg Yo
Just Say Det,Moneybagg Yo,Just Say Det,Moneybagg Yo
Anyone,Justin Bieber,Anyone,Justin Bieber
My Head And My Heart,Ava Max,My Head And My Heart,Ava Max
How They Remember You,Rascal Flatts,How They Remember You,Rascal Flatts
Masterpiece,DaBaby,Masterpiece,DaBaby
Long Live,Florida Georgia Line,Long Live,Florida Georgia Line
Clear Da Air,Moneybagg Yo,Clear Da Air,Moneybagg Yo
Starting Over,Chris Stapleton,Starting Over,Chris Stapleton
Diamonds Dancing,Young Thug & Gunna Featuring Travis Scott,Diamonds Dancing,Young Thug
Cry Baby,Megan Thee Stallion Featuring DaBaby,Cry Baby,Megan Thee Stallion
Proud Of You,Young Thug Featuring Lil Uzi Vert & Yung Kayo,Proud Of You,Young Thug
Came And Saw,Young Thug Featuring Rowdy Rebel,Came And Saw,Young Thug
Paid The Fine,Young Thug & Gunna Featuring Lil Baby & YTB Trench,Paid The Fine,Young Thug
Momma's House,Dustin Lynch,Momma's House,Dustin Lynch
Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,Mr. Perfectly Fine,Taylor Swift
Run It Up,Lil Tjay Featuring Offset & Moneybagg Yo,Run It Up,Lil Tjay
You Got It,VEDO,You Got It,VEDO
Monsters,All Time Low Featuring Demi Lovato & blackbear ,Monsters,All Time Low
Slatty,Young Thug & Gunna Featuring Yak Gotti & Lil Duke,Slatty,Young Thug
Ruff Ryders' Anthem,DMX,Ruff Ryders' Anthem,DMX
Party Up (Up In Here),DMX,Party Up,DMX
X Gon' Give It To Ya,DMX,X Gon' Give It To Ya,DMX
Love Story (Taylor's Version),Taylor Swift,Love Story,Taylor Swift
Forever & Always (Taylor's Version),Taylor Swift,Forever & Always,Taylor Swift
Fearless (Taylor's Version),Taylor Swift,Fearless,Taylor Swift
You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Maren Morris,You All Over Me,Taylor Swift
You Belong With Me (Taylor's Version),Taylor Swift,You Belong With Me,Taylor Swift
Shy Away,twenty one pilots,Shy Away,twenty one pilots
Fifteen (Taylor's Version),Taylor Swift,Fifteen,Taylor Swift
Big Purr (Prrdd),Coi Leray & Pooh Shiesty,Big Purr,Coi Leray
Met Him Last Night,Demi Lovato Featuring Ariana Grande,Met Him Last Night,Demi Lovato
The Way I Loved You (Taylor's Version),Taylor Swift,The Way I Loved You,Taylor Swift
Dancing With The Devil,Demi Lovato,Dancing With The Devil,Demi Lovato
Real As It Gets,Lil Baby Featuring EST Gee,Real As It Gets,Lil Baby
Put Your Records On,Ritt Momney,Put Your Records On,Ritt Momney
Whoopty,CJ,Whoopty,CJ
Lemon Pepper Freestyle,Drake Featuring Rick Ross,Lemon Pepper Freestyle,Drake
Film Out,BTS,Film Out,BTS
Body,Megan Thee Stallion,Body,Megan Thee Stallion
As I Am,Justin Bieber Featuring Khalid,As I Am,Justin Bieber
Girl Like Me,Black Eyed Peas X Shakira,Girl Like Me,Black Eyed Peas
Buss It,Erica Banks,Buss It,Erica Banks
Dynamite,BTS,Dynamite,BTS
SoulFly,Rod Wave,SoulFly,Rod Wave
Gone Till November,Rod Wave,Gone Till November,Rod Wave
Don't Forget,Rod Wave,Don't Forget,Rod Wave
Blame On You,Rod Wave,Blame On You,Rod Wave
All I Got,Rod Wave,All I Got,Rod Wave
Pills & Billz,Rod Wave,Pills & Billz,Rod Wave
How The Game Go,Rod Wave,How The Game Go,Rod Wave
OMDB,Rod Wave,OMDB,Rod Wave
Clouds,NF,Clouds,NF
What's Love??,Rod Wave,What's Love??,Rod Wave
Shock Da World,Rod Wave,Shock Da World,Rod Wave
Sneaky Links,Rod Wave,Sneaky Links,Rod Wave
Better Together,Luke Combs,Better Together,Luke Combs
Good Time,Niko Moon,Good Time,Niko Moon
Unstable,Justin Bieber Featuring The Kid LAROI,Unstable,Justin Bieber
Off My Face,Justin Bieber,Off My Face,Justin Bieber
2 Much,Justin Bieber,2 Much,Justin Bieber
Deserve You,Justin Bieber,Deserve You,Justin Bieber
Die For You,Justin Bieber Featuring Dominic Fike,Die For You,Justin Bieber
Love You Different,Justin Bieber Featuring BEAM,Love You Different,Justin Bieber
Loved By You,Justin Bieber Featuring Burna Boy,Loved By You,Justin Bieber
Somebody,Justin Bieber,Somebody,Justin Bieber
Neighbors,Pooh Shiesty Featuring BIG30,Neighbors,Pooh Shiesty
Bandido,Myke Towers & Juhn,Bandido,Myke Towers
Beers And Sunshine,Darius Rucker,Beers And Sunshine,Darius Rucker
Throat Baby (Go Baby),BRS Kash,Throat Baby,BRS Kash
On The Ground,ROSE,On The Ground,ROSE
Lost,NF Featuring Hopsin,Lost,NF
Baila Conmigo,Selena Gomez With Rauw Alejandro,Baila Conmigo,Selena Gomez
Like I Want You,Giveon,Like I Want You,Giveon
Daywalker!,Machine Gun Kelly & CORPSE,Daywalker!,Machine Gun Kelly
Opp Stoppa,YBN Nahmir Featuring 21 Savage,Opp Stoppa,YBN Nahmir
Still Trappin',Lil Durk & King Von,Still Trappin',Lil Durk
Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,Finesse Out The Gang Way,Lil Durk
Undivided,Tim McGraw & Tyler Hubbard,Undivided,Tim McGraw
Holy,Justin Bieber Featuring Chance The Rapper,Holy,Justin Bieber
Golden,Harry Styles,Golden,Harry Styles
Lifestyle,Jason Derulo Featuring Adam Levine,Lifestyle,Jason Derulo
Moonwalking In Calabasas,DDG,Moonwalking In Calabasas,DDG
Tyler Herro,Jack Harlow,Tyler Herro,Jack Harlow
Somebody's Problem,Morgan Wallen,Somebody's Problem,Morgan Wallen
Cover Me Up,Morgan Wallen,Cover Me Up,Morgan Wallen
Life's A Mess II,"Juice WRLD, Clever & Post Malone",Life's A Mess II,Juice WRLD
AP,Pop Smoke,AP,Pop Smoke
I Hope,Gabby Barrett Featuring Charlie Puth,I Hope,Gabby Barrett
Bang!,AJR,Bang!,AJR
Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,Internet Money
Lonely,Justin Bieber & benny blanco,Lonely,Justin Bieber
Laugh Now Cry Later,Drake Featuring Lil Durk,Laugh Now Cry Later,Drake
Only Wanna Be With You,Post Malone,Only Wanna Be With You,Post Malone
Hole In The Bottle,Kelsea Ballerini,Hole In The Bottle,Kelsea Ballerini
Bichota,Karol G,Bichota,Karol G
Test Drive,Ariana Grande,Test Drive,Ariana Grande
Hit Bout It,Lil Yachty Featuring Kodak Black,Hit Bout It,Lil Yachty
Chicken Tendies,Clinton Kane,Chicken Tendies,Clinton Kane
ZaZa,6ix9ine,ZaZa,6ix9ine
Afterglow,Ed Sheeran,Afterglow,Ed Sheeran
Monster,Shawn Mendes & Justin Bieber,Monster,Shawn Mendes
Before You Go,Lewis Capaldi,Before You Go,Lewis Capaldi
What It Feels Like,Nipsey Hussle & JAY-Z,What It Feels Like,Nipsey Hussle
So Done,The Kid LAROI,So Done,The Kid LAROI
Happy Does,Kenny Chesney,Happy Does,Kenny Chesney
"Big, Big Plans",Chris Lane,"Big, Big Plans",Chris Lane
Back To The Streets,Saweetie Featuring Jhene Aiko,Back To The Streets,Saweetie
Bad Boy,Juice WRLD & Young Thug,Bad Boy,Juice WRLD
Kings & Queens,Ava Max,Kings & Queens,Ava Max
Rockstar,DaBaby Featuring Roddy Ricch,Rockstar,DaBaby
GNF (OKOKOK),Polo G,GNF,Polo G
Provide,G-Eazy Featuring Chris Brown & Mark Morrison,Provide,G-Eazy
865,Morgan Wallen,865,Morgan Wallen
Box Of Churches,Pooh Shiesty Featuring 21 Savage,Box Of Churches,Pooh Shiesty
Dangerous,Morgan Wallen,Dangerous,Morgan Wallen
Warning,Morgan Wallen,Warning,Morgan Wallen
Still Goin Down,Morgan Wallen,Still Goin Down,Morgan Wallen
Prisoner,Miley Cyrus Featuring Dua Lipa,Prisoner,Miley Cyrus
Skin,Sabrina Carpenter,Skin,Sabrina Carpenter
7 Summers,Morgan Wallen,7 Summers,Morgan Wallen
More Than My Hometown,Morgan Wallen,More Than My Hometown,Morgan Wallen
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,Jack Harlow
Should've Ducked,Lil Durk Featuring Pooh Shiesty,Should've Ducked,Lil Durk
Diamonds,Sam Smith,Diamonds,Sam Smith
Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator",Gravity,Brent Faiyaz
Holiday,Lil Nas X,Holiday,Lil Nas X
Stay Down,"Lil Durk, 6LACK & Young Thug",Stay Down,Lil Durk
Kanye Krazy,Lil Durk,Kanye Krazy,Lil Durk
Backdoor,Lil Durk,Backdoor,Lil Durk
Fake Woke,Tom MacDonald,Fake Woke,Tom MacDonald
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,21 Savage
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,Savage Love,Jawsh 685
Lo Vas A Olvidar,Billie Eilish & ROSALIA,Lo Vas A Olvidar,Billie Eilish
Take You Dancing,Jason Derulo,Take You Dancing,Jason Derulo
Hit Different,SZA Featuring Ty Dolla $ign,Hit Different,SZA
Champagne Night,Lady A,Champagne Night,Lady A
Kacey Talk,YoungBoy Never Broke Again,Kacey Talk,YoungBoy Never Broke Again
Adderall (Corvette Corvette),Popp Hunna,Adderall,Popp Hunna
Antes,Anuel AA & Ozuna,Antes,Anuel AA
I Should Probably Go To Bed,Dan + Shay,I Should Probably Go To Bed,Dan + Shay
WAP,Cardi B Featuring Megan Thee Stallion,WAP,Cardi B
Love You Like I Used To,Russell Dickerson,Love You Like I Used To,Russell Dickerson
De Una Vez,Selena Gomez,De Una Vez,Selena Gomez
Better Days,Ant Clemons Featuring Justin Timberlake,Better Days,Ant Clemons
Hawai,Maluma & The Weeknd,Hawai,Maluma
B.S.,Jhene Aiko Featuring H.E.R.,B.S.,Jhene Aiko
Neon Eyes,Morgan Wallen,Neon Eyes,Morgan Wallen
More Surprised Than Me,Morgan Wallen,More Surprised Than Me,Morgan Wallen
Livin' The Dream,Morgan Wallen,Livin' The Dream,Morgan Wallen
Whiskey'd My Way,Morgan Wallen,Whiskey'd My Way,Morgan Wallen
Your Bartender,Morgan Wallen,Your Bartender,Morgan Wallen
Outlaw,Morgan Wallen Featuring Ben Burgess,Outlaw,Morgan Wallen
Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,Only Thing That's Gone,Morgan Wallen
This Bar,Morgan Wallen,This Bar,Morgan Wallen
Wonderin' Bout The Wind,Morgan Wallen,Wonderin' Bout The Wind,Morgan Wallen
Girl Like Me,Jazmine Sullivan Featuring H.E.R.,Girl Like Me,Jazmine Sullivan
Midnight Sky,Miley Cyrus,Midnight Sky,Miley Cyrus
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,Blake Shelton
Pretty Heart,Parker McCollum,Pretty Heart,Parker McCollum
Watermelon Sugar,Harry Styles,Watermelon Sugar,Harry Styles
Ain't Always The Cowboy,Jon Pardi,Ain't Always The Cowboy,Jon Pardi
Way Out,Jack Harlow Featuring Big Sean,Way Out,Jack Harlow
Some Girls,Jameson Rodgers,Some Girls,Jameson Rodgers
Took Her To The O,King Von,Took Her To The O,King Von
Wonder,Shawn Mendes,Wonder,Shawn Mendes
Everywhere But On,Matt Stell,Everywhere But On,Matt Stell
Reminds Me Of You,The Kid LAROI & Juice WRLD,Reminds Me Of You,The Kid LAROI
All I Want For Christmas Is You,Mariah Carey,All I Want For Christmas Is You,Mariah Carey
Rockin' Around The Christmas Tree,Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee
Jingle Bell Rock,Bobby Helms,Jingle Bell Rock,Bobby Helms
A Holly Jolly Christmas,Burl Ives,A Holly Jolly Christmas,Burl Ives
It's The Most Wonderful Time Of The Year,Andy Williams,It's The Most Wonderful Time Of The Year,Andy Williams
Run Rudolph Run,Chuck Berry,Run Rudolph Run,Chuck Berry
Feliz Navidad,Jose Feliciano,Feliz Navidad,Jose Feliciano
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
The Christmas Song (Merry Christmas To You),Nat King Cole,The Christmas Song,Nat King Cole
Underneath The Tree,Kelly Clarkson,Underneath The Tree,Kelly Clarkson
Redman,Lil Durk,Redman,Lil Durk
Slay3r,Playboi Carti,Slay3r,Playboi Carti
Go2DaMoon,Playboi Carti Featuring Kanye West,Go2DaMoon,Playboi Carti
Refugee,Lil Durk,Refugee,Lil Durk
Take Me Home For Christmas,Dan + Shay,Take Me Home For Christmas,Dan + Shay
Vamp Anthem,Playboi Carti,Vamp Anthem,Playboi Carti
New N3on,Playboi Carti,New N3on,Playboi Carti
Death Ain't Easy,Lil Durk,Death Ain't Easy,Lil Durk
M3tamorphosis,Playboi Carti Featuring Kid Cudi,M3tamorphosis,Playboi Carti
Last Christmas,Wham!,Last Christmas,Wham!
Sleigh Ride,The Ronettes,Sleigh Ride,The Ronettes
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,Perry Como
Rudolph The Red-Nosed Reindeer,Gene Autry,Rudolph The Red-Nosed Reindeer,Gene Autry
Santa Tell Me,Ariana Grande,Santa Tell Me,Ariana Grande
Happy Holiday / The Holiday Season,Andy Williams,Happy Holiday / The Holiday Season,Andy Williams
Christmas (Baby Please Come Home),Darlene Love,Christmas,Darlene Love
White Christmas,Bing Crosby,White Christmas,Bing Crosby
(There's No Place Like) Home For The Holidays,Perry Como, Home For The Holidays,Perry Como
It's Beginning To Look A Lot Like Christmas,Michael Buble,It's Beginning To Look A Lot Like Christmas,Michael Buble
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,Here Comes Santa Claus,Gene Autry
Wonderful Christmastime,Paul McCartney,Wonderful Christmastime,Paul McCartney
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft
Blue Christmas,Elvis Presley,Blue Christmas,Elvis Presley
Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,Mele Kalikimaka,Bing Crosby
This Christmas,Donny Hathaway,This Christmas,Donny Hathaway
Deck The Halls,Nat King Cole,Deck The Halls,Nat King Cole
Please Come Home For Christmas,Eagles,Please Come Home For Christmas,Eagles
Santa Claus Is Comin' To Town,Jackson 5,Santa Claus Is Comin' To Town,Jackson 5
Little Saint Nick,The Beach Boys,Little Saint Nick,The Beach Boys
Have Yourself A Merry Little Christmas,Michael Buble,Have Yourself A Merry Little Christmas,Michael Buble
I'll Be Home For Christmas,Bing Crosby,I'll Be Home For Christmas,Bing Crosby
Hallelujah,Carrie Underwood & John Legend,Hallelujah,Carrie Underwood
Gnat,Eminem,Gnat,Eminem
Rockin' Around The Christmas Tree,Justin Bieber,Rockin' Around The Christmas Tree,Justin Bieber
Favorite Time Of Year,Carrie Underwood,Favorite Time Of Year,Carrie Underwood
Under The Mistletoe,Kelly Clarkson & Brett Eldredge,Under The Mistletoe,Kelly Clarkson
Champagne Problems,Taylor Swift,Champagne Problems,Taylor Swift
The First Noel,Gabby Barrett,The First Noel,Gabby Barrett
Tequila Shots,Kid Cudi,Tequila Shots,Kid Cudi
'Tis The Damn Season,Taylor Swift,'Tis The Damn Season,Taylor Swift
Silent Night,Carrie Underwood,Silent Night,Carrie Underwood
"No Body, No Crime",Taylor Swift Featuring HAIM,"No Body, No Crime",Taylor Swift
Gold Rush,Taylor Swift,Gold Rush,Taylor Swift
Tolerate It,Taylor Swift,Tolerate It,Taylor Swift
She Knows This,Kid Cudi,She Knows This,Kid Cudi
Happiness,Taylor Swift,Happiness,Taylor Swift
Show Out,"Kid Cudi, Skepta & Pop Smoke",Show Out,Kid Cudi
Evermore,Taylor Swift Featuring Bon Iver,Evermore,Taylor Swift
Ivy,Taylor Swift,Ivy,Taylor Swift
Coney Island,Taylor Swift Featuring The National,Coney Island,Taylor Swift
Another Day,Kid Cudi,Another Day,Kid Cudi
Dorothea,Taylor Swift,Dorothea,Taylor Swift
Long Story Short,Taylor Swift,Long Story Short,Taylor Swift
Cowboy Like Me,Taylor Swift,Cowboy Like Me,Taylor Swift
Marjorie,Taylor Swift,Marjorie,Taylor Swift
Mr. Solo Dolo III,Kid Cudi,Mr. Solo Dolo III,Kid Cudi
Dive,Kid Cudi,Dive,Kid Cudi
Closure,Taylor Swift,Closure,Taylor Swift
Heaven On Earth,Kid Cudi,Heaven On Earth,Kid Cudi
Sad People,Kid Cudi,Sad People,Kid Cudi
Damaged,Kid Cudi,Damaged,Kid Cudi
Errbody,Lil Baby,Errbody,Lil Baby
Beautiful Trip,Kid Cudi,Beautiful Trip,Kid Cudi
Real Shit,Juice WRLD x benny blanco,Real Shit,Juice WRLD
Dicked Down In Dallas,Trey Lewis,Dicked Down In Dallas,Trey Lewis
Oh Santa!,Mariah Carey Featuring Ariana Grande & Jennifer Hudson,Oh Santa!,Mariah Carey
Don't Stop,Megan Thee Stallion Featuring Young Thug,Don't Stop,Megan Thee Stallion
Life Goes On,BTS,Life Goes On,BTS
Martin & Gina,Polo G,Martin & Gina,Polo G
Heather,Conan Gray,Heather,Conan Gray
Practice,DaBaby,Practice,DaBaby
Te Mudaste,Bad Bunny,Te Mudaste,Bad Bunny
Be Like That,Kane Brown With Swae Lee & Khalid,Be Like That,Kane Brown
ily,Surf Mesa Featuring Emilee,ily,Surf Mesa
Said Sum,Moneybagg Yo,Said Sum,Moneybagg Yo
Yo Visto Asi,Bad Bunny,Yo Visto Asi,Bad Bunny
Haciendo Que Me Amas,Bad Bunny,Haciendo Que Me Amas,Bad Bunny
Te Deseo Lo Mejor,Bad Bunny,Te Deseo Lo Mejor,Bad Bunny
Booker T,Bad Bunny,Booker T,Bad Bunny
El Mundo Es Mio,Bad Bunny,El Mundo Es Mio,Bad Bunny
Hoy Cobre,Bad Bunny,Hoy Cobre,Bad Bunny
Maldita Pobreza,Bad Bunny,Maldita Pobreza,Bad Bunny
La Droga,Bad Bunny,La Droga,Bad Bunny
Blue & Grey,BTS,Blue & Grey,BTS
Stay,BTS,Stay,BTS
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,HARDY
One Of Them Girls,Lee Brice,One Of Them Girls,Lee Brice
Come & Go,Juice WRLD x Marshmello,Come & Go,Juice WRLD
Fly To My Room,BTS,Fly To My Room,BTS
Telepathy,BTS,Telepathy,BTS
Dis-ease,BTS,Dis-ease,BTS
Franchise,Travis Scott Featuring Young Thug & M.I.A.,Franchise,Travis Scott
Girls In The Hood,Megan Thee Stallion,Girls In The Hood,Megan Thee Stallion
Shots Fired,Megan Thee Stallion,Shots Fired,Megan Thee Stallion
Pain Away,Meek Mill Featuring Lil Durk,Pain Away,Meek Mill
U 2 Luv,Ne-Yo & Jeremih,U 2 Luv,Ne-Yo
Wishing Well,Juice WRLD,Wishing Well,Juice WRLD
Do It On The Tip,Megan Thee Stallion Featuring City Girls & Hot Girl Meg,Do It On The Tip,Megan Thee Stallion
Circles,Megan Thee Stallion,Circles,Megan Thee Stallion
Popstar,DJ Khaled Featuring Drake,Popstar,DJ Khaled
Got What I Got,Jason Aldean,Got What I Got,Jason Aldean
Stripes Like Burberry,Future & Lil Uzi Vert,Stripes Like Burberry,Future
Adore You,Harry Styles,Adore You,Harry Styles
That's It,Future & Lil Uzi Vert,That's It,Future
The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,Pop Smoke
Real Baby Pluto,Future & Lil Uzi Vert,Real Baby Pluto,Future
Iris,Phoebe & Maggie,Iris,Phoebe
Mood Swings,Pop Smoke Featuring Lil Tjay,Mood Swings,Pop Smoke
Marni On Me,Future & Lil Uzi Vert,Marni On Me,Future
Million Dollar Play,Future & Lil Uzi Vert,Million Dollar Play,Future
Sleeping On The Floor,Future & Lil Uzi Vert,Sleeping On The Floor,Future
Blind,DaBaby Featuring Young Thug,Blind,DaBaby
Plastic,Future & Lil Uzi Vert,Plastic,Future
24,Money Man Featuring Lil Baby,24,Money Man
Runnin,21 Savage & Metro Boomin,Runnin,21 Savage
Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",Relacion,Sech
La Toxica,Farruko,La Toxica,Farruko
Tap In,Saweetie,Tap In,Saweetie
Rockstar Chainz,Future,Rockstar Chainz,Future
Bought A Bad Bitch,Future & Lil Uzi Vert,Bought A Bad Bitch,Future
What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",What That Speed Bout!?,Mike WiLL Made-It
Rags2Riches,Rod Wave Featuring ATR Son Son,Rags2Riches,Rod Wave
Roses,SAINt JHN,Roses,SAINt JHN
Lovin' On You,Luke Combs,Lovin' On You,Luke Combs
Don't Need Friends,NAV Featuring Lil Baby,Don't Need Friends,NAV
The Code,King Von Featuring Polo G,The Code,King Von
Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,Tragic,The Kid LAROI
All These N**gas,King Von Featuring Lil Durk,All These N**gas,King Von
Motive,Ariana Grande Featuring Doja Cat,Motive,Ariana Grande
Crazy Story 2.0,King Von Featuring Lil Durk,Crazy Story 2.0,King Von
Always Do,The Kid LAROI,Always Do,The Kid LAROI
Young Wheezy,NAV With Gunna,Young Wheezy,NAV
Off The Table,Ariana Grande Featuring The Weeknd,Off The Table,Ariana Grande
Just Like Magic,Ariana Grande,Just Like Magic,Ariana Grande
"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,"F*ck You, Goodbye",The Kid LAROI
Shut Up,Ariana Grande,Shut Up,Ariana Grande
Thriller,Michael Jackson,Thriller,Michael Jackson
Nasty,Ariana Grande,Nasty,Ariana Grande
Break My Heart,Dua Lipa,Break My Heart,Dua Lipa
Safety Net,Ariana Grande Featuring Ty Dolla $ign,Safety Net,Ariana Grande
Six Thirty,Ariana Grande,Six Thirty,Ariana Grande
My Hair,Ariana Grande,My Hair,Ariana Grande
Obvious,Ariana Grande,Obvious,Ariana Grande
West Side,Ariana Grande,West Side,Ariana Grande
Love Language,Ariana Grande,Love Language,Ariana Grande
Weeeeee,Trippie Redd,Weeeeee,Trippie Redd
Thick,DJ Chose Featuring BeatKing,Thick,DJ Chose
