song,artist,genre
Fire Burning,Sean Kingston,Pop
I'm Yours,Jason Mraz,Pop
Taking Chances,Glee Cast,Pop
Alright,Darius Rucker,Country
Ego,Beyonce,Pop
The One,Mary J. Blige,Pop
I Wanna,The All-American Rejects,Alternative
Summer Nights,Rascal Flatts,Country
Pursuit Of Happiness,Kid Cudi,Rap/Hip Hop
Poker Face,Lady Gaga,Pop
Every Girl,Young Money,Rap/Hip Hop
I Look To You,Whitney Houston,Pop
Make Her Say,Kid Cudi,Rap/Hip Hop
Come Back To Me,David Cook,Pop
Last Chance,Ginuwine,
Closer To Love,Mat Kearney,Rock
LoveGame,Lady Gaga,Pop
The Climb,Miley Cyrus,Films/Games
Take A Bow,Glee Cast,Pop
People Are Crazy,Billy Currington,Country
Barefoot And Crazy,Jack Ingram,Country
Send It On,Disney's Friends For Change,
She Is Love,Parachute,Rock
Shake My,Three 6 Mafia,Rap/Hip Hop
Wetter,Twista,Rap/Hip Hop
Joey,Sugarland,Country
It's A Business Doing Pleasure With You,Tim McGraw,Country
Second Chance,Shinedown,Rock
Wild At Heart,Gloriana,Country
I Need A Girl,Trey Songz,R&B
Million Dollar Bill,Whitney Houston,Pop
Not Meant To Be,Theory Of A Deadman,Rock
So Fine,Sean Paul,Pop
Overcome,Creed,Rock
Magic,Selena Gomez,Pop
Out Last Night,Kenny Chesney,Country
Radar,Britney Spears,Pop
Chillin,Wale,Rap/Hip Hop
Awake And Alive,Skillet,Rock
Birthday Sex,Jeremih,Rap/Hip Hop
Halo,Beyonce,Pop
Don't Trust Me,3OH!3,Alternative
Wanted,Jessie James,Pop
Best Days Of Your Life,Kellie Pickler,Country
Jump,Flo Rida,Rap/Hip Hop
Here We Go Again,Demi Lovato,Pop
Hush Hush,The Pussycat Dolls,Pop
Sound Of Madness,Shinedown,Rock
When Love Takes Over,David Guetta,Dance
If Today Was Your Last Day,Nickelback,Rock
You Found Me,The Fray,Rock
Love Story,Taylor Swift,
Sideways,Dierks Bentley,Country
I Do Not Hook Up,Kelly Clarkson,Pop
Daylight,Matt,Alternative
Show Me What I'm Looking For,Carolina Liar,Pop
That's Not My Name,The Ting Tings,Pop
I Run To You,Lady Antebellum,
Celebration,Madonna,Dance
Goodbye,Kristinia DeBarge,Pop
Digital Girl,Jamie Foxx,R&B
Remember Me,T.I.,
He Could Be The One,Hannah Montana,Films/Games
D.O.A.,JAY-Z,Rap/Hip Hop
Then,Brad Paisley,Country
Always Strapped,Birdman,Rap/Hip Hop
Sooner Or Later,Michelle Branch,Country
I Just Call You Mine,Martina McBride,Country
Right Round,Flo Rida,Rap/Hip Hop
Whatever It Is,Zac Brown Band,Country
Kiss A Girl,Keith Urban,Country
Strange,Reba,Country
Know Your Enemy,Green Day,Alternative
Catch Me,Demi Lovato,Pop
Walkin' On The Moon,The-Dream,R&B
Too Many Rappers,Beastie Boys,Rap/Hip Hop
Beautiful,Eminem,Rap/Hip Hop
Day 'N' Nite,Kid Cudi,Rap/Hip Hop
Blame It,Jamie Foxx,Rap/Hip Hop
Gives You Hell,The All-American Rejects,Alternative
Turn My Swag On,Soulja Boy Tell'em,
Come Home,OneRepublic,Pop
Sugar,Flo Rida,Rap/Hip Hop
If It Kills Me,Jason Mraz,Pop
It Happens,Sugarland,Country
Boyfriend #2,Pleasure P,R&B
You Don't Belong,Daughtry,Rock
Swag Surfin',F.L.Y. (Fast Life Yungstaz),Rap/Hip Hop
Just Dance,Lady Gaga,Pop
All The Above,Maino,Rap/Hip Hop
Ignorance,Paramore,Alternative
I Wanna Know You,Hannah Montana,Films/Games
Ice Cream Freeze,Hannah Montana,Films/Games
Shining Down,Lupe Fiasco,Rap/Hip Hop
One And The Same,Selena Gomez,Films/Games
Lost You Anyway,Toby Keith,Country
Paranoid,Jonas Brothers,Pop
Sissy's Song,Alan Jackson,Country
Halle Berry,Hurricane Chris,Rap/Hip Hop
Careless Whisper,Seether,Rock
It's America,Rodney Atkins,Country
One In Every Crowd,Montgomery Gentry,Country
My Life Would Suck Without You,Kelly Clarkson,Pop
Kiss Me Thru The Phone,Soulja Boy Tell 'em,
If U Seek Amy,Britney Spears,Pop
I'm On A Boat,The Lonely Island,Films/Games
Take Me On The Floor,The Veronicas,Pop
Funny The Way It Is,Dave Matthews Band,Rock
Echo,Gorilla Zoe,Rap/Hip Hop
Dead And Gone,T.I.,Rap/Hip Hop
Damned If I Do Ya,All Time Low,Alternative
Fly With Me,Jonas Brothers,Pop
We Made You,Eminem,Rap/Hip Hop
How Do You Sleep?,Jesse McCartney,Pop
Beggin',Madcon,Rap/Hip Hop
Where I'm From,Jason Michael Carroll,Country
Welcome To The World,Kevin Rudolf,Pop
Hey,Mitchel Musso,Pop
sobeautiful,Musiq Soulchild,R&B
Here Comes Goodbye,Rascal Flatts,Country
On The Ocean,K'Jon,R&B
I Told You So,Carrie Underwood,Country
"1, 2, 3, 4",Plain White T's,Rock
No Boundaries,Kris Allen,Pop
Heartless,Kris Allen,Pop
I Love College,Asher Roth,Rap/Hip Hop
Hoedown Throwdown,Miley Cyrus,Films/Games
Ain't I,Yung L.A.,Rap/Hip Hop
Mad World,Adam Lambert,Pop
She's Country,Jason Aldean,Country
Heartless,Kanye West,Rap/Hip Hop
Permanent,David Cook,Pop
Amazing,Kanye West,Rap/Hip Hop
Always The Love Songs,Eli Young Band,Country
Ain't No Sunshine,Kris Allen,Jazz
No Boundaries,Adam Lambert,Pop
If This Isn't Love,Jennifer Hudson,Pop
Love Sex Magic,Ciara,Dance
Never Ever,Ciara,Dance
Note To God,Charice,Pop
A Change Is Gonna Come,Adam Lambert,
Apologize,Kris Allen,
Lucky,Jason Mraz,Pop
Home Sweet Home,Carrie Underwood,
One,Adam Lambert,Rock
Insane,Eminem,Rap/Hip Hop
Falling Slowly,Kris Allen,
Rehab,Glee Cast,Pop
Turnin Me On,Keri Hilson,R&B
Sober,P!nk,Pop
Mad,Ne-Yo,R&B
Heartless,The Fray,Pop
Magnificent,Rick Ross,Rap/Hip Hop
It Won't Be Like This For Long,Darius Rucker,Country
Crazier,Taylor Swift,
Old Time's Sake,Eminem,Rap/Hip Hop
I'm Just Here For The Music,Paula Abdul,Pop
Jai Ho!,A R Rahman,Pop
Epiphany,Chrisette Michele,R&B
Rockin' That Thang,The-Dream,R&B
Stanky Legg,GS Boyz,Rap/Hip Hop
You Can Get It All,Bow Wow,Dance
Crack A Bottle,Eminem,Rap/Hip Hop
Don't Think I Can't Love You,Jake Owen,Country
Don't Forget,Demi Lovato,Pop
Next To You,Mike Jones,Rap/Hip Hop
There Goes My Baby,Charlie Wilson,R&B
3am,Eminem,
Beautiful,Akon,R&B
Circus,Britney Spears,Pop
America's Suitehearts,Fall Out Boy,Alternative
The Fear,Lily Allen,Pop
Diva,Beyonce,Pop
Soulmate,Natasha Bedingfield,Pop
Let It Rock,Kevin Rudolf,Pop
Viva La Vida,Coldplay,Rock
Hot N Cold,Katy Perry,Pop
Candle,The White Tie Affair,Pop
Butterfly Fly Away,Miley Cyrus,Films/Games
Nothin' To Die For,Tim McGraw,Country
Maybach Music 2,Rick Ross,Rap/Hip Hop
Imma Put It On Her,DAY26,R&B
She Got Her Own,Ne-Yo,Rap/Hip Hop
Lark On My Go-Kart,Asher Roth,Rap/Hip Hop
Thinking Of You,Katy Perry,Pop
River Of Love,George Strait,Country
Single Ladies,Beyonce,Pop
Let's Get Crazy,Hannah Montana,Films/Games
You'll Always Find Your Way Back Home,Hannah Montana,Films/Games
Shuttin' Detroit Down,John Rich,Country
Move,Mims,Rap/Hip Hop
Panic Switch,Silversun Pickups,Alternative
Ride,Martina McBride,Country
"It's Alright, It's OK",Ashley Tisdale,Pop
White Horse,Taylor Swift,
I Hate This Part,The Pussycat Dolls,Pop
Untouched,The Veronicas,Pop
You Complete Me,Keyshia Cole,R&B
Prom Queen,Lil Wayne,Rap/Hip Hop
Kids,MGMT,Pop
My Love,The-Dream,R&B
Marry For Money,Trace Adkins,Country
Just Like Me,Jamie Foxx,R&B
Live Your Life,T.I.,Rap/Hip Hop
Gotta Be Somebody,Nickelback,Rock
God Love Her,Toby Keith,Country
Things That Matter,Rascal Flatts,
Lifeline,Papa Roach,Rock
Hot Revolver,Lil Wayne,Rock
Down The Road,Kenny Chesney,Country
Love Who You Love,Rascal Flatts,
Sweet Thing,Keith Urban,Country
Cowgirls Don't Cry,Brooks,Country
"Lions, Tigers & Bears",Jazmine Sullivan,Films/Games
So What,P!nk,Pop
Forever,Rascal Flatts,
Beep,Bobby V,R&B
You're Not Sorry,Taylor Swift,
Lost,Gorilla Zoe,Rap/Hip Hop
Last Call,Lee Ann Womack,Country
Angels On The Moon,Thriving Ivory,Rock
Lollipop,Framing Hanley,Rock
Freeze,T-Pain,Rap/Hip Hop
"Want It, Need It",Plies,Rap/Hip Hop
Whatever You Like,T.I.,Rap/Hip Hop
Womanizer,Britney Spears,Pop
Chicken Fried,Zac Brown Band,Country
Sex On Fire,Kings Of Leon,Alternative
She Wouldn't Be Gone,Blake Shelton,Country
Magnificent,U2,Rock
I Will Be,Leona Lewis,Pop
Don't,Billy Currington,Country
Country Boy,Alan Jackson,Country
More Like Her,Miranda Lambert,Country
Green Light,John Legend,R&B
Disturbia,Rihanna,Pop
Hold Up My Heart,Brooke White,Pop
Miss Independent,Ne-Yo,R&B
Feel That Fire,Dierks Bentley,Country
Shone,Flo Rida,Rap/Hip Hop
Pop Champagne,Jim Jones,Rap/Hip Hop
Tonight,Jonas Brothers,Pop
I'm So Paid,Akon,R&B
Love Is On Its Way,Jonas Brothers,Films/Games
One More Drink,Ludacris Co-Starring T-Pain,
O... Saya,M.I.A.,Films/Games
Get On Your Boots,U2,Rock
Rehab,Rihanna,Pop
Love Lockdown,Kanye West,Rap/Hip Hop
Right Now,Akon,R&B
Light On,David Cook,Pop
If I Were A Boy,Beyonce,Pop
Chasing Pavements,Adele,Pop
I Get It In,50 Cent,Rap/Hip Hop
Lost!,Coldplay,Rock
My President,Young Jeezy,Rap/Hip Hop
F*ck You,Lily Allen,
Break My Heart,Spectacular! Cast,Pop
Chopped 'N' Skrewed,T-Pain,Rap/Hip Hop
Trading Places,Usher,R&B
Human,The Killers,Alternative
La La Land,Demi Lovato,Pop
IfULeave,Musiq Soulchild,R&B
Put It On Ya,Plies,Rap/Hip Hop
Better In Time,Leona Lewis,Pop
Absolute,The Fray,Rock
Top Of The World,The Pussycat Dolls,Pop
"You're Gonna Go Far, Kid",The Offspring,Rock
Decode,Paramore,Alternative
Working On A Dream,Bruce Springsteen,Rock
Playa Cardz Right,Keyshia Cole,R&B
Addicted,Saving Abel,Rock
Krazy,Pitbull,Rap/Hip Hop
Let Me,Pat Green,Country
Tell Me Something I Don't Know,Selena Gomez,Pop
Already Gone,Sugarland,Country
Start A Band,Brad Paisley Duet,
Broken,Lifehouse,Rock
I Don't Care,Apocalyptica,Rock
In Color,Jamey Johnson,Country
Keeps Gettin' Better,Christina Aguilera,Pop
I Don't Care,Fall Out Boy,Alternative
At Last,Beyonce,Films/Games
Roll With Me,Montgomery Gentry,Pop
It's A New Day,will.i.am,Pop
Here,Rascal Flatts,Country
Bad Girlfriend,Theory Of A Deadman,Rock
Swagga Like Us,Jay-Z,Rap/Hip Hop
Crush,David Archuleta,Pop
Mrs. Officer,Lil Wayne,Rap/Hip Hop
Shattered,O.A.R.,Rock
Bust Your Windows,Jazmine Sullivan,R&B
Seventeen Forever,Metro Station,Pop
About You Now,Miranda Cosgrove,Pop
Lookin' For A Good Time,Lady Antebellum,
Without You,Hinder,Rock
All Summer Long,The Rock Heroes,
Can't Believe It,T-Pain,Rap/Hip Hop
Closer,Ne-Yo,Pop
Pen & Paper,The Red Jumpsuit Apparatus,Rock
Come On Get Higher,Matt Nathanson,Singer & Songwriter
Right Here,Brandy,R&B
Arab Money,Busta Rhymes,Rap/Hip Hop
When It Hurts,Avant,R&B
Universal Mind Control,Common,Rap/Hip Hop
Go Hard,DJ Khaled,Rap/Hip Hop
Fall For You,Secondhand Serenade,Rock
Love Remains The Same,Gavin Rossdale,Pop
Lovebug,Jonas Brothers,Pop
Fly On The Wall,Miley Cyrus,Pop
Everybody Wants To Go To Heaven,Kenny Chesney,Country
T-Shirt,Shontelle,Pop
J**z In My Pants,The Lonely Island,
See You In My Nightmares,Kanye West,Rap/Hip Hop
Just A Dream,Carrie Underwood,Country
My Life,The Game,Rap/Hip Hop
Run,Leona Lewis,Pop
Let It Go,Tim McGraw,Country
What About Now,Daughtry,Pop
Anything Goes,Randy Houser,Country
Spotlight,Jennifer Hudson,Pop
Swing,Savage,Rap/Hip Hop
Get Up,50 Cent,Rap/Hip Hop
Love Remembers,Craig Morgan,Country
No Me Doy Por Vencido,Luis Fonsi,Latin Music
Forever,Chris Brown,Pop
Shattered Glass,Britney Spears,Pop
So Fly,Slim,R&B
Paper Planes,M.I.A.,Electro
Got Money,Lil Wayne,Rap/Hip Hop
Last Of A Dying Breed,Ludacris Co-Starring Lil Wayne,
Need U Bad,Jazmine Sullivan,R&B
Chinese Democracy,Guns N' Roses,Rock
What Them Girls Like,Ludacris Co-Starring Chris Brown,
Leave Out All The Rest,Linkin Park,Alternative
I'd Come For You,Nickelback,Rock
Do You Believe Me Now,Jimmy Wayne,Country
Don't Think I Don't Think About It,Darius Rucker,Country
Waitin' On A Woman,Brad Paisley,Country
Another Way to Die,Jack White,R&B
She Never Cried In Front Of Me,Toby Keith,Country
I'll Walk,Bucky Covington,Country
Ride,Ace Hood,Rap/Hip Hop
Did You Wrong,Pleasure P,R&B
One Step At A Time,Jordin Sparks,Pop
All Summer Long,Kid Rock,Pop
The Way I Loved You,Taylor Swift,
Breathe,Taylor Swift,
Hey Stephen,Taylor Swift,
Troublemaker,Akon,R&B
In The Ayer,Flo Rida,Rap/Hip Hop
Bleeding Love,Leona Lewis,Pop
American Boy,Estelle,R&B
Dangerous,Kardinal Offishall,Rap/Hip Hop
Spaceman,The Killers,Alternative
Bartender Song,Rehab,Rock
Too Drunk...,Buckcherry,
Angel,Natasha Bedingfield,Pop
Now Or Never,High School Musical 3 Cast,
Angels,David Archuleta,
It's Over,Jesse McCartney,Pop
Country Man,Luke Bryan,Country
The Day That Never Comes,Metallica,Rock
Something In Your Mouth,Nickelback,Rock
Cuddy Buddy,Mike Jones,Rap/Hip Hop
Can I Have This Dance,Zac Efron,Films/Games
Shake It,Metro Station,Pop
Body On Me,Nelly,Rap/Hip Hop
Lloro Por Ti,Enrique Iglesias,Latin Music
Superwoman,Alicia Keys,R&B
All I Ever Wanted,Chuck Wicks,Country
Put On,Young Jeezy,Rap/Hip Hop
Johnny & June,Heidi Newfield,Country
Cry For You,September,Electro
You Are The Best Thing,Ray LaMontagne,Singer & Songwriter
Be OK,Ingrid Michaelson,Pop
"What A Catch, Donnie",Fall Out Boy,Alternative
Troubadour,George Strait,Country
I Still Miss You,Keith Anderson,Country
Magic,Robin Thicke,R&B
Take A Bow,Rihanna,Pop
I Kissed A Girl,Katy Perry,Rock
Pocketful Of Sunshine,Natasha Bedingfield,Pop
When I Grow Up,The Pussycat Dolls,Pop
Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,Alternative
The Business,Yung Berg,Rap/Hip Hop
Please Excuse My Hands,Plies,Rap/Hip Hop
The Shock Of The Lightning,Oasis,Alternative
You Look Good In My Shirt,Keith Urban,Country
Out Here Grindin,DJ Khaled,Rap/Hip Hop
Burnin' Up,Jonas Brothers,Pop
Leavin',Jesse McCartney,Pop
The Time Of My Life,David Cook,Pop
Go Girl,Ciara,Rap/Hip Hop
All I Want To Do,Sugarland,Country
Should've Said No,Taylor Swift,
Energy,Keri Hilson,R&B
Baby,LL Cool J,Pop
A Milli,Lil Wayne,Rap/Hip Hop
Get Like Me,David Banner,Rap/Hip Hop
Ready For Whatever,T.I.,Rap/Hip Hop
Lolli Lolli,Three 6 Mafia,Electro
Check Yes Juliet,WE the Kings,Alternative
Shut Up And Let Me Go,The Ting Tings,Pop
Mr. Carter,Lil Wayne,Rap/Hip Hop
Holler Back,The Lost Trailers,Country
Here I Am,Rick Ross,Rap/Hip Hop
That's What You Get,Paramore,Alternative
Cookie Jar,Gym Class Heroes,Alternative
On The Line,Demi Lovato,Pop
Lollipop,Lil Wayne,Rap/Hip Hop
Just Stand Up!,Artists Stand Up To Cancer,Pop
Thunder,Boys Like Girls,Pop
Good Time,Alan Jackson,Country
I'd Rather Be With You,Joshua Radin,Alternative
Get Back,Demi Lovato,Pop
If I Never See Your Face Again,Maroon 5,Pop
Heaven Sent,Keyshia Cole,R&B
All Summer Long,Hit Masters,Pop
Corona And Lime,Shwayze,Pop
7 Things,Miley Cyrus,Pop
Free Fallin',John Mayer,Pop
It's Not My Time,3 Doors Down,Rock
I Luv Your Girl,The-Dream,R&B
Cyanide,Metallica,Rock
"What Up, What's Haapnin'",T.I.,Rap/Hip Hop
Swing Ya Rag,T.I.,Rap/Hip Hop
American Boy,Studio All-Stars,
Mercy,Duffy,Pop
Never Would Have Made It,Marvin Sapp,Pop
No Air,Jordin Sparks Duet,
My Apocalypse,Metallica,Rock
Take You Down,Chris Brown,R&B
I'll Be Lovin' U Long Time,Mariah Carey,Pop
Gunpowder And Lead,Miranda Lambert,Country
Believe,Staind,Rock
Change,Taylor Swift,
Dreamer,Chris Brown,Dance
Bust It Baby Part 2,Plies,Dance
Handlebars,Flobots,Rap/Hip Hop
Home,Blake Shelton,Country
Put A Girl In It,Brooks,Country
Girls Around The World,Lloyd,R&B
Marco Polo,Bow Wow,Dance
Teenage Love Affair,Alicia Keys,R&B
What You Got,Colby O'Donis,R&B
BB Good,Jonas Brothers,Pop
Lookin Boy,Hot Stylz,Rap/Hip Hop
Last Name,Carrie Underwood,Country
Real,Goo Goo Dolls,Pop
Warrior,Nelly,
Something Special,Colbie Caillat,
Get Silly,V.I.C.,Rap/Hip Hop
Breakout,Miley Cyrus,Pop
A Little Bit Longer,Jonas Brothers,Pop
Damaged,Danity Kane,Pop
Love Song,Sara Bareilles,Pop
In Love With A Girl,Gavin DeGraw,Pop
What If It All Goes Right,Melissa Lawson,Country
Summertime,New Kids On The Block,Pop
Come On Over,Jessica Simpson,Country
Pork And Beans,Weezer,Alternative
Learning How To Bend,Gary Allan,Country
Realize,Colbie Caillat,Country
Love In This Club,Usher,R&B
Buzzin',Shwayze,Pop
4 Minutes,Madonna,Pop
This Is Me,Demi Lovato,Films/Games
Te Quiero,Flex,Pop
Back When I Knew It All,Montgomery Gentry,Country
Better As A Memory,Kenny Chesney,Country
Sexy Can I,Ray J,R&B
Low,Flo Rida,Rap/Hip Hop
I'm Still A Guy,Brad Paisley,Country
Moving Mountains,Usher,R&B
Pushin' Me Away,Jonas Brothers,Films/Games
We Weren't Crazy,Josh Gracin,Country
Mamma Mia,Meryl Streep,Films/Games
Love In This Club Part II,Usher,
Say,John Mayer,Alternative
All Around Me,Flyleaf,Rock
Play My Music,Jonas Brothers,Films/Games
Hero,Nas,Rap/Hip Hop
Stop And Stare,OneRepublic,Pop
Violet Hill,Coldplay,Rock
Trying To Stop Your Leaving,Dierks Bentley,Country
Life In A Northern Town,Sugarland,Country
Game's Pain,The Game,Rap/Hip Hop
Stepped On My J'z,Nelly,Rap/Hip Hop
Inside The Fire,Disturbed,Metal
That Song In My Head,Julianne Hough,Country
Just Got Started Lovin' You,James Otto,Country
Gotta Find You,Joe Jonas,Films/Games
Bye Bye,Mariah Carey,Pop
I Saw God Today,George Strait,Country
Sneakernight,Vanessa Hudgens,Pop
Every Day,Rascal Flatts,Country
We Rock,Cast Of Camp Rock,Films/Games
Rise Above This,Seether,Rock
The Way That I Love You,Ashanti,R&B
Homecoming,Kanye West,Rap/Hip Hop
Touch My Body,Mariah Carey,Pop
The Boss,Rick Ross,Rap/Hip Hop
She Got It,2 Pistols,Rap/Hip Hop
Picture To Burn,Taylor Swift,
Last Time,Trey Songz,R&B
Love Don't Live Here,Lady Antebellum,
I Will Possess Your Heart,Death Cab For Cutie,Alternative
Apologize,Timbaland,Rap/Hip Hop
There's Nothin,Sean Kingston,Rap/Hip Hop
Break The Ice,Britney Spears,Pop
Don't Stop The Music,Rihanna,Pop
With You,Chris Brown,Pop
You're Gonna Miss This,Trace Adkins,Country
3 Peat,Lil Wayne,Rap/Hip Hop
Love Is A Beautiful Thing,Phil Vassar,Country
She's A Hottie,Toby Keith,Country
Coconut Juice,Tyga,
Another Try,Josh Turner,Country
New Soul,Yael Naim,Alternative
See You Again,Miley Cyrus,Pop
Feels Like Tonight,Daughtry,Pop
Indestructible,Disturbed,Metal
You Ain't Got Nuthin,Lil Wayne,Rap/Hip Hop
Move Shake Drop,DJ Laz,Rap/Hip Hop
Nine In The Afternoon,Panic! At The Disco,
Customer,Raheem DeVaughn,R&B
No One,Alicia Keys,R&B
Our Song,Taylor Swift,
Whatever It Takes,Lifehouse,Pop
Party People,Nelly,Pop
Dream Big,David Cook,
I Still Haven't Found What I'm Looking For,David Cook,
What Kinda Gone,Chris Cagle,Country
Love Is Gone,David Guetta,Pop
Psycho,Puddle Of Mudd,Rock
The World I Know,David Cook,
Imagine,David Archuleta,
I Don't Want To Miss A Thing,David Cook,
Billie Jean,David Cook,
Don't Let The Sun Go Down On Me,David Archuleta,
In This Moment,David Archuleta,
Always Be My Baby,David Cook,
Hello,David Cook,Country
The Music Of The Night,David Cook,
Eleanor Rigby,David Cook,
Hollywood's Not America,Ferras,Rock
I'm Alive,David Cook,
Sorry,Buckcherry,Rock
Bubbly,Colbie Caillat,Pop
Paralyzer,Finger Eleven,Rock
Hallelujah,Kate Voegele,Pop
All-American Girl,Carrie Underwood,Country
Killa,Cherish,R&B
No Matter What,T.I.,Rap/Hip Hop
Boyfriend/Girlfriend,C-Side,Rap/Hip Hop
Small Town Southern Man,Alan Jackson,Country
When You Look Me In The Eyes,Jonas Brothers,Pop
Stronger Woman,Jewel,Pop
Falsetto,The-Dream,R&B
Independent,Webbie,Rap/Hip Hop
Elevator,Flo Rida,Rap/Hip Hop
Beat It,Fall Out Boy,Alternative
Shawty Get Loose,Lil Mama,Rap/Hip Hop
Teardrops On My Guitar,Taylor Swift,
Give It 2 Me,Madonna,Pop
We Made It,Busta Rhymes,Rap/Hip Hop
Dey Know,Shawty Lo,Rap/Hip Hop
The Anthem,Pitbull,Latin Music
Sweet And Low,Augustana,Rock
Laughed Until We Cried,Jason Aldean,Country
Dreams Collide,Colbie Caillat,
Superstar,Lupe Fiasco,Rap/Hip Hop
Tattoo,Jordin Sparks,Pop
I Remember,Keyshia Cole,R&B
Won't Go Home Without You,Maroon 5,Pop
I Like The Way She Do It,G Unit,Rap/Hip Hop
Little Miss Obsessive,Ashlee Simpson,
YAHHH!,Soulja Boy Tell'em,
I Won't Tell,Fat Joe,Rap/Hip Hop
Like You'll Never See Me Again,Alicia Keys,R&B
Take You There,Sean Kingston,Rap/Hip Hop
Suffocate,J. Holiday,R&B
Umma Do Me,Rocko,Rap/Hip Hop
Never,Jaheim,R&B
Feedback,Janet,Pop
Shiftwork,Kenny Chesney Duet,
Migrate,Mariah Carey,Pop
Praying For Time,Carrie Underwood,
Shout To The Lord,American Idol Top 8,
Crying Out For Me,Mario,R&B
Sensual Seduction,Snoop Dogg,Rap/Hip Hop
Many Rivers To Cross,Annie Lennox,
It's Good To Be Us,Bucky Covington,Country
Got Me Going,DAY26,R&B
What Hurts The Most,Cascada,Electro
Nude,Radiohead,Alternative
Shadow Of The Day,Linkin Park,Alternative
Flashing Lights,Kanye West,Rap/Hip Hop
Cleaning This Gun,Rodney Atkins,Country
Supernatural Superserious,R.E.M.,Alternative
crushcrushcrush,Paramore,Alternative
Things That Never Cross A Man's Mind,Kellie Pickler,Country
Lost,Michael Buble,Pop
Go On Girl,Ne-Yo,R&B
Long Road To Ruin,Foo Fighters,Alternative
Clumsy,Fergie,Pop
Roll,Flo Rida,Rap/Hip Hop
Calabria 2008,Enur,Dance
Letter To Me,Brad Paisley,Country
Stealing Cinderella,Chuck Wicks,Country
Hero/Heroine,Boys Like Girls,Pop
Ching-A-Ling,Missy Elliott,
International Harvester,Craig Morgan,Country
Diamond Girl,Ryan Leslie,R&B
God Must Be Busy,Brooks,Country
Dance Like There's No Tomorrow,Paula Abdul,Pop
Sweetest Girl,Wyclef Jean,Rap/Hip Hop
Going On,Gnarls Barkley,Alternative
Who The F*** Is That?,Dolla,Rap/Hip Hop
Like Whoa,Aly,Pop
Love Is Free,Sheryl Crow,Pop
Woman,Raheem DeVaughn,R&B
Just Fine,Mary J. Blige,R&B
Big Girls Don't Cry,Fergie,Pop
Piece Of Me,Britney Spears,Pop
Pop Bottles,Birdman,Rap/Hip Hop
If I Had Eyes,Jack Johnson,Rock
What Is It,Baby Bash,Rap/Hip Hop
Falling Slowly,The Swell Season (Glen Hansard,Folk
Honey,Erykah Badu,R&B
Kiss Kiss,Chris Brown,R&B
Watching Airplanes,Gary Allan,Country
The Way I Am,Ingrid Michaelson,Pop
Winner At A Losing Game,Rascal Flatts,Country
Get Buck In Here,DJ Felli Fel,Rap/Hip Hop
Love Like This,Natasha Bedingfield,Pop
Can't Help But Wait,Trey Songz,R&B
Hypnotized,Plies,Rap/Hip Hop
Into The Night,Santana,Pop
"Ready, Set, Don't Go",Billy Ray Cyrus,Country
Hate That I Love You,Rihanna,Pop
Stay,Sugarland,Country
Shake Your Pom Pom,Missy Elliott,
Rock Star,Hannah Montana,Pop
Crank That,Soulja Boy Tell'em,
Cyclone,Baby Bash,Rap/Hip Hop
The Way I Are,Timbaland,Rap/Hip Hop
Fake It,Seether,Rock
The Prayer,Celine Dion,Pop
You Know I'm No Good,Amy Winehouse,R&B
What Do Ya Think About That,Montgomery Gentry,Country
I'll Be Waiting,Lenny Kravitz,Rock
Who Knew,P!nk,Pop
Misery Business,Paramore,Alternative
Girlfriend,Bow Wow,Rap/Hip Hop
Suspicions,Tim McGraw,Country
Get My Drink On,Toby Keith,Country
Shoulda Let You Go,Keyshia Cole Introducing Amina,
Pictures Of You,The Last Goodnight,Pop
Wanna Be Startin' Somethin' 2008,Michael Jackson,Pop
Everybody,Keith Urban,Country
Good Life,Kanye West,Rap/Hip Hop
Duffle Bag Boy,Playaz Circle,Rap/Hip Hop
Go Girl,Pitbull,Latin Music
I'm Me,Lil Wayne,Rap/Hip Hop
Through The Fire And Flames,DragonForce,Metal
I Don't Wanna Be In Love,Good Charlotte,Rock
Stronger,Kanye West,Rap/Hip Hop
How Far We've Come,matchbox twenty,Pop
Over You,Daughtry,Pop
I'm So Hood,DJ Khaled,Rap/Hip Hop
He Said She Said,Ashley Tisdale,Pop
Work That,Mary J. Blige,R&B
Kindly Unspoken,Kate Voegele,Rock
Firecracker,Josh Turner,Country
My Drink N' My 2 Step,Cassidy,Rap/Hip Hop
Don't Blink,Kenny Chesney,Country
Gimme More,Britney Spears,Pop
How 'Bout Them Cowgirls,George Strait,Country
Shawty Is A 10,The-Dream,Rap/Hip Hop
